fr.geocites.gugus.balance.Bonus,fr.geocites.gugus.transaction.FixedCostTransaction,fr.geocites.marius.SubSurfaceResources,fr.geocites.marius.DoubleRedistribution,fr.geocites.gugus.urbanisation.UrbanTransition,fr.geocites.marius.From1959To1989,fr.geocites.marius.From1989To2010,economicMultiplier,populationToWealthExponent,sizeEffectOnSupply,sizeEffectOnDemand,wealthToPopulationExponent,distanceDecay,bonusMultiplier,fixedCost,oilAndGazEffect,coalEffect,territorialTaxes,capitalShareOfTaxes,ruralMultiplier,modelId,distribution,dead,overflow
true,false,false,true,false,true,false,0.645286879115015,1.0,1.0353139670296705,1.0,0.6959731497811489,0.0,0.12441033635078914,100.0,-0.08458055283429788,1.0,0.03555575809935417,0.8444560437332498,0.11140317345326886,16,0.01398049249183897,0.0,0.0
true,true,false,true,true,false,true,0.5466150794375948,1.0446359066356676,1.006394133650436,1.0000517769509865,0.7093514143959417,0.37048827184104915,1.3840544872863547,85.89105997149014,0.33017000769244076,1.0,0.074298638529452,0.1492610643514985,0.003387061911582026,57,0.00461778138584426,0.0,0.0
true,true,false,false,false,true,false,0.3445670798747526,1.0673965251389308,1.0234338640437868,1.1258811881667259,0.40424842189725224,0.004790461039805747,88.84258005207273,0.3273634224494996,0.11381501189297194,-0.20692713232293714,0.018401027598847673,0.33408777324322897,0.7603653598375063,12,0.013940132572946165,0.0,0.0
true,true,false,false,true,true,false,0.45465493029278425,1.1310588057378193,1.003234991182122,1.07015459593726,0.38122709019915024,0.16984476691036976,90.41571340321035,0.37785842359509886,-0.29381910734144034,0.49735849673408916,0.6524924283329564,0.08552417269239765,0.019077665222083217,36,0.012611962005659935,0.0,0.0
true,true,true,false,true,true,false,0.3926760842281728,1.0225913270087479,1.0010288124541964,1.073691144148853,0.31946540188294636,0.0,93.32882697679072,0.3518582153314599,0.09133013327638873,-0.021313027879642954,0.7061466814256859,0.8085565722998184,0.022162732145795144,54,0.01377610007377612,0.0,0.0
true,true,true,true,true,true,false,0.7655094142659684,1.0,1.000922820301166,1.0067301126392032,0.3593891757800365,0.16434968119858287,36.48435942829617,0.030770108714845323,0.0078017180646741124,-0.019997407758313823,0.7323377774919818,0.9972199369749882,0.018247998509441518,62,0.013139282145597567,0.0,0.0
false,false,true,false,false,false,true,0.490531264556194,1.1254115365950654,1.0024974893219423,1.000306340060628,0.6997449666541304,1.4599588794286265,4.126291372656571,25.574824420304072,0.017227820310451447,-0.011593839877201972,0.0,0.11662959289715491,0.0011606889268138138,7,0.005180602743320137,0.0,0.0
true,true,false,true,true,true,false,0.46824342542901753,1.0071109627779826,1.001485518769734,1.0755202986502967,0.38161662419312564,0.16316223670896274,82.03651107995749,0.3692784144954128,0.18705571620199146,0.19248491556622027,0.008617861256161574,0.9936246340724426,0.019846211408277636,56,0.01229297606008501,0.0,0.0
true,false,true,true,true,true,false,0.8293647854518675,1.0,1.0,1.0010907331949674,0.47913529243777664,0.0,0.6121871137261928,0.7158575006079425,0.07030212396335145,-0.1566348797399605,0.5789484332272248,0.9593638925212525,0.02651555247114506,58,0.013320463926186401,0.0,0.0
false,false,true,false,true,false,true,0.5207241237382362,1.0860753906298852,1.0043757306373524,1.002089605088329,0.7038974878574897,1.4085510635800211,0.22424065573435797,61.7469746816694,0.015883923226493346,-0.011625774367598818,0.9993524526954605,0.005129885327753825,0.0010584488642487737,29,0.0051772124431355765,0.0,0.0
false,false,true,false,false,false,true,0.4908064476818672,1.1272450085280685,1.0024266188162516,1.000220819597298,0.6997630085110373,1.463357625971289,4.9031201019826955,20.3143455332718,0.01701710266038292,-0.011792257908589954,0.3776519542124411,0.06738638433604789,0.1676905251791917,7,0.00518020349892722,0.0,0.0
true,true,false,true,true,true,false,0.47468767651502,1.0104807945072372,1.0010391877909262,1.074354173429857,0.3821622389711141,0.15935706617675582,76.16227646283156,0.3640846845697855,0.06170534791608051,-0.10197115217821973,0.007845911916584467,0.9938860261954152,0.02001002066838977,56,0.012304366364653084,0.0,0.0
